_id,employee_ID,acl,employee_compensation.acl,employee_compensation.salary,employee_compensation.stock_award,employee_compensation.programs.acl,employee_compensation.programs.401K_contrib,employee_compensation.programs.health_plan,employee_compensation.programs.spp,employee_grade,team,age,first_name,last_name,gender,phone,address
59d288690e3733b153a93992,034f86d6-222f-487d-ac9a-c0fafdaa5af5,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",157768,4704,"[""Finance"",""Executive""]",0.15,true,0,2,Orange,27,Pauline,Oneal,female,+1 (896) 596-2277,"323 Legion Street, Madrid, American Samoa, 40278"
59d288690e3733b153a93976,f9bcd479-978f-47ec-85e5-2ae768ee5d85,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",115889,3903,"[""Finance"",""Executive""]",0.01,true,0.06,3,Orange,53,Angie,Lawson,female,+1 (853) 447-3461,"663 Hinckley Place, Torboy, Texas, 65474"
59d288690e3733b153a9397b,11004c95-ecb7-4104-a8fe-da123dfced92,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",143056,1844,"[""Finance"",""Executive""]",0.1,true,0.02,1,Blue,40,Joseph,Whitfield,male,+1 (830) 445-2420,"371 Union Street, Ticonderoga, California, 78185"
59d288690e3733b153a93982,25c5bea8-2075-460b-89a5-7c9f10b37b96,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",101714,2721,"[""Finance"",""Executive""]",0,false,0.05,2,Blue,61,Alma,Sparks,female,+1 (913) 491-2079,"608 Lombardy Street, Callaghan, Pennsylvania, 53605"
59d288690e3733b153a93989,cae7dad2-9119-4d17-a24b-6269d14c63f7,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",149130,1093,"[""Finance"",""Executive""]",0.21,false,0.06,1,Red,42,Oneill,Shelton,male,+1 (876) 583-2190,"293 Ridge Boulevard, Felt, Idaho, 48586"
59d288690e3733b153a9398e,f820f3c1-7b8a-4671-b94f-5f98f8c46890,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",132975,4135,"[""Finance"",""Executive""]",0.06,false,0.08,2,Yellow,61,Dorothea,Fulton,female,+1 (846) 431-2779,"713 Fillmore Place, Foscoe, Montana, 48497"
59d288690e3733b153a93998,a9864670-61a4-493b-9580-55412c03a82a,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",145033,3509,"[""Finance"",""Executive""]",0.22,false,0.01,3,Green,56,Ratliff,Butler,male,+1 (921) 532-3331,"644 Thornton Street, Thermal, Vermont, 88824"
59d288690e3733b153a9397c,a1bd75c5-18b3-4284-bb8e-831b5c5f5c55,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",137635,2052,"[""Finance"",""Executive""]",0.04,true,0.07,1,Green,42,Ford,Head,male,+1 (980) 434-3557,"785 Ingraham Street, Shasta, Louisiana, 97136"
59d288690e3733b153a9398b,def72b1f-0c6e-45be-87be-c8802cfd7a6c,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",118015,1182,"[""Finance"",""Executive""]",0.06,true,0.07,3,Violet,34,Mai,Russell,female,+1 (830) 491-2750,"712 Regent Place, Leyner, Wisconsin, 25356"
59d288690e3733b153a9398c,b627efe5-473d-4579-b36d-55f6dd52bf64,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",117370,3142,"[""Finance"",""Executive""]",0.22,true,0.05,2,Green,63,Dickerson,Buck,male,+1 (801) 469-3716,"623 Albemarle Road, Fresno, New Hampshire, 04729"
59d288690e3733b153a939a9,f619227b-cfcb-4199-9dab-702e56ee3392,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",120388,2595,"[""Finance"",""Executive""]",0.23,true,0.05,3,Red,57,Callie,Pearson,female,+1 (928) 589-3272,"524 Dorset Street, Coaldale, West Virginia, 66686"
59d288690e3733b153a9399e,b33fcc79-0f2a-4605-a840-d921f601101f,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",116995,1455,"[""Finance"",""Executive""]",0.14,true,0.06,3,Yellow,33,Theresa,Landry,female,+1 (813) 453-2642,"534 Leonard Street, Retsof, Massachusetts, 16906"
59d288690e3733b153a9399d,2679704e-0c76-40c5-9cf5-1afee1f86bc6,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",122822,2229,"[""Finance"",""Executive""]",0.2,false,0.1,3,Orange,62,Sandra,Fowler,female,+1 (809) 595-3045,"244 Little Street, Brownsville, South Carolina, 66538"
59d288690e3733b153a939a0,cdbb4ab1-8e45-4503-a364-70f736a2e863,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",108277,2633,"[""Finance"",""Executive""]",0.01,true,0.04,1,Violet,59,Karina,Herrera,female,+1 (834) 465-3447,"978 Forest Place, Abiquiu, Illinois, 22104"
59d288690e3733b153a939a8,4e8feba9-5a02-4e28-abed-ff8c7f25e678,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",146213,4906,"[""Finance"",""Executive""]",0.25,false,0.07,3,Yellow,53,Rita,Woodward,female,+1 (901) 526-2699,"209 Schenck Court, Klagetoh, Georgia, 39535"
59d288690e3733b153a93981,c353c456-e530-4f53-8def-fb4b1e18a3f8,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",131095,3268,"[""Finance"",""Executive""]",0.11,true,0.1,3,Green,26,Ernestine,Mathews,female,+1 (917) 579-3825,"755 Kingsland Avenue, Winchester, Indiana, 85126"
59d288690e3733b153a9397d,8300fa6d-5f5d-4d34-be95-0e5b5ba2b230,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",126567,1281,"[""Finance"",""Executive""]",0.04,false,0.01,3,Green,47,Maribel,Burks,female,+1 (973) 471-2516,"613 Cortelyou Road, Oneida, North Carolina, 12515"
59d288690e3733b153a93991,8373059a-bc9b-4d02-a4f7-6e850ba7b887,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",130897,4419,"[""Finance"",""Executive""]",0.01,false,0,1,Blue,33,Lindsey,Cline,female,+1 (972) 587-2138,"837 Gardner Avenue, Bancroft, Oregon, 58372"
59d288690e3733b153a9399a,b75ff24f-7569-4230-ba11-db0cdeb6dbc6,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",140120,3023,"[""Finance"",""Executive""]",0.14,true,0.02,3,Blue,37,Grace,Gilliam,female,+1 (925) 476-2431,"232 Kiely Place, Hartsville/Hartley, Wyoming, 58151"
59d288690e3733b153a9398d,062a14ff-40fa-4716-ae54-408848307318,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",136989,4559,"[""Finance"",""Executive""]",0.11,false,0.02,3,Indigo,54,Armstrong,Sweeney,male,+1 (820) 470-3075,"229 Ebony Court, Coyote, Florida, 81788"
59d288690e3733b153a93997,1e0d7e4d-6011-4939-be05-359729a99210,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",141016,1771,"[""Finance"",""Executive""]",0.06,true,0.03,1,Blue,64,Christine,Meyers,female,+1 (969) 555-2244,"539 Bainbridge Street, Williams, Hawaii, 50728"
59d288690e3733b153a9399f,829da742-f65e-498e-b4ac-2209b8fedf92,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",134992,1770,"[""Finance"",""Executive""]",0.13,false,0.02,1,Green,23,Hayden,Avery,male,+1 (861) 484-2751,"146 Vermont Court, Floris, Guam, 44329"
59d288690e3733b153a939a2,65b348dd-7729-405f-8e71-8f9ea0545ee0,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",112032,4258,"[""Finance"",""Executive""]",0.17,true,0,2,Orange,55,Beverley,Rice,female,+1 (954) 459-3184,"433 Belmont Avenue, Ruckersville, Arkansas, 71394"
59d288690e3733b153a9398a,d0cc8f16-0734-488b-8e98-47df42e65a27,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",102430,1537,"[""Finance"",""Executive""]",0.11,true,0.1,1,Orange,30,Claire,Howe,female,+1 (890) 592-2477,"337 Bradford Street, Delwood, Federated States Of Micronesia, 53281"
59d288690e3733b153a9399b,b832fe40-a9c2-4bae-b317-0ef303e6d456,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",121031,2228,"[""Finance"",""Executive""]",0.15,false,0.08,3,Orange,37,Knapp,Coleman,male,+1 (936) 406-2131,"333 Middleton Street, Carbonville, Colorado, 61455"
59d288690e3733b153a9396c,08905606-e8e0-43ef-ad9e-6bcfc7f6c5b3,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",150832,2312,"[""Finance"",""Executive""]",0.2,true,0.01,1,Yellow,63,Lucile,Sharpe,female,+1 (829) 527-2881,"127 Maple Street, Rosewood, Arizona, 87080"
59d288690e3733b153a93975,a0bc70d3-068d-49ef-b323-7cd8c4a6205c,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",115027,2460,"[""Finance"",""Executive""]",0.23,true,0.05,1,Red,19,Glenna,Jefferson,female,+1 (935) 526-2851,"660 Newel Street, Terlingua, Tennessee, 38965"
59d288690e3733b153a93978,3c39a95b-8f89-4ca8-8656-882c7ab40b21,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",103550,2391,"[""Finance"",""Executive""]",0.03,true,0.1,3,Green,42,Janell,Hammond,female,+1 (808) 583-3646,"737 Pleasant Place, Sugartown, Maryland, 80908"
59d288690e3733b153a93988,11919aec-8086-47af-a208-19d51fc3cc28,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",144990,4058,"[""Finance"",""Executive""]",0.09,false,0.1,2,Orange,39,Wanda,Lester,female,+1 (861) 481-3922,"459 Monroe Place, Finzel, Ohio, 66455"
59d288690e3733b153a93974,7a18d418-48df-4015-9ccf-8b6c9f2cef6b,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",111355,1586,"[""Finance"",""Executive""]",0.23,false,0.1,2,Red,26,Elise,Wiley,female,+1 (956) 560-2870,"212 Rost Place, Disautel, Georgia, 50464"
59d288690e3733b153a93985,5017710a-b442-4cb9-8f6d-43c5e49852ef,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",144716,1401,"[""Finance"",""Executive""]",0.13,true,0.04,2,Orange,33,Underwood,Goff,male,+1 (830) 459-3917,"848 Melrose Street, Gulf, Virginia, 26543"
59d288690e3733b153a9398f,02530024-a563-4d2f-ab05-acd412c61487,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",156974,3746,"[""Finance"",""Executive""]",0.01,false,0.02,3,Blue,59,Kate,Mcguire,female,+1 (908) 500-2123,"849 Newkirk Avenue, Hachita, North Dakota, 93814"
59d288690e3733b153a939a6,4e5dbed1-4a11-4952-9d44-b1563e3bcef1,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",146899,2445,"[""Finance"",""Executive""]",0.07,false,0,2,Indigo,18,Sofia,Patton,female,+1 (949) 515-2545,"868 Williams Avenue, Starks, Alaska, 06105"
59d288690e3733b153a93971,f8bc1ea5-5acf-4d00-b9b6-253de4091792,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",120907,4336,"[""Finance"",""Executive""]",0.09,false,0.02,2,Red,62,Lila,Goodman,female,+1 (875) 491-2686,"425 Hale Avenue, Brandywine, Michigan, 88171"
59d288690e3733b153a93983,04f28c2a-f288-4194-accc-cfc1b585eee6,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",152730,3923,"[""Finance"",""Executive""]",0.18,false,0.1,2,Green,34,Velma,Clayton,female,+1 (912) 521-3745,"276 Berry Street, Sunbury, Mississippi, 25574"
59d288690e3733b153a93986,52149cde-35df-4960-a5b6-f37df9f45344,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",148175,1163,"[""Finance"",""Executive""]",0.13,true,0.06,1,Yellow,64,Burke,Newton,male,+1 (977) 570-2786,"399 Schenck Street, Ypsilanti, South Dakota, 81775"
59d288690e3733b153a939a3,2f703e38-39fa-4dc9-b4bd-90c6f890ff23,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",116160,1399,"[""Finance"",""Executive""]",0.01,true,0.08,2,Green,37,Deleon,Young,male,+1 (850) 554-3482,"688 Jay Street, Frierson, Northern Mariana Islands, 76428"
59d288690e3733b153a9397e,0847ed10-c442-4997-9af0-400706d36f38,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",158216,1509,"[""Finance"",""Executive""]",0.07,true,0.01,2,Orange,22,Joyce,Carter,female,+1 (938) 468-2922,"698 Nevins Street, Kiskimere, Nevada, 95135"
59d288690e3733b153a939a5,431362f1-6c40-4c52-a44a-5cf8717f8ea0,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",140278,2119,"[""Finance"",""Executive""]",0.07,true,0.03,1,Yellow,39,Mckinney,Guy,male,+1 (988) 477-2297,"404 Columbia Street, Brambleton, Nebraska, 32263"
59d288690e3733b153a93990,d386f497-658c-4b50-a5b9-cee0ad92a903,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",125675,3061,"[""Finance"",""Executive""]",0.01,true,0.09,3,Yellow,38,Guerra,Cobb,male,+1 (942) 522-3442,"281 Joval Court, Lithium, District Of Columbia, 69658"
59d288690e3733b153a939a7,04cdd749-4778-47d7-83bb-9e52a692cae2,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",111547,3381,"[""Finance"",""Executive""]",0.1,false,0.08,2,Blue,45,Justice,Griffith,male,+1 (919) 406-3978,"795 Cadman Plaza, Adamstown, Connecticut, 05858"
59d288690e3733b153a93993,0a147e6d-7bbf-477f-a859-51335abf024b,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",114627,4644,"[""Finance"",""Executive""]",0.25,true,0.05,2,Yellow,64,Melva,Carney,female,+1 (934) 588-2600,"240 Norwood Avenue, Berwind, Palau, 11067"
59d288690e3733b153a93996,b559a101-1c00-48b3-b29f-68e6218910bd,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",130204,3137,"[""Finance"",""Executive""]",0.06,true,0,2,Blue,19,Wheeler,Rocha,male,+1 (861) 578-2531,"600 Ditmars Street, Fivepointville, New Jersey, 06136"
59d288690e3733b153a93980,6333b632-4ef4-4e15-9272-70878c9d4a63,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",130565,1111,"[""Finance"",""Executive""]",0,true,0.06,1,Orange,26,Chavez,Leach,male,+1 (868) 447-2511,"523 Ellery Street, Garnet, Marshall Islands, 28932"
59d288690e3733b153a93994,603f4280-2d3d-4b92-8c8b-4b3d11ffa3a5,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",143073,4483,"[""Finance"",""Executive""]",0.01,true,0.06,1,Yellow,39,Christie,Robles,female,+1 (899) 482-3169,"532 Trucklemans Lane, Cleary, Minnesota, 84708"
59d288690e3733b153a939a4,74c44086-2506-4033-8a66-75630eedd55b,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",105438,1600,"[""Finance"",""Executive""]",0.01,true,0.07,1,Orange,57,Cervantes,Peters,male,+1 (801) 566-3654,"484 Surf Avenue, Driftwood, Iowa, 13556"
59d288690e3733b153a9396d,1d320cd5-2410-4876-9f84-6eb3521326c8,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",150805,2837,"[""Finance"",""Executive""]",0.23,false,0.01,1,Red,30,Rowena,Mccarthy,female,+1 (836) 563-3168,"460 Navy Walk, Fingerville, Nebraska, 37381"
59d288690e3733b153a93979,3b2f9818-d0ab-4173-bf37-b8466aa8638d,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",112298,1303,"[""Finance"",""Executive""]",0.03,true,0.06,2,Red,56,Pugh,Serrano,male,+1 (873) 526-3223,"744 Anna Court, Rockhill, Kansas, 55247"
59d288690e3733b153a9397a,beccd8e5-66c5-4e22-88df-7a4f771d8a21,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",149920,1795,"[""Finance"",""Executive""]",0.12,true,0.04,2,Indigo,54,Mcclure,Anderson,male,+1 (986) 456-3555,"184 Brooklyn Avenue, Juntura, Alabama, 17829"
59d288690e3733b153a9399c,ab24e06a-67b6-484d-92e4-7b06355bbfff,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",157322,3963,"[""Finance"",""Executive""]",0.23,false,0.07,3,Orange,40,Lawanda,Roberts,female,+1 (972) 482-2563,"976 Murdock Court, Shepardsville, Utah, 94606"
59d288690e3733b153a939aa,3b1cca19-e715-4a84-9eb9-b3a9563bd989,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",119470,4068,"[""Finance"",""Executive""]",0.1,false,0.09,1,Indigo,51,Kennedy,Ayala,male,+1 (923) 491-2532,"201 Malbone Street, Ada, Arizona, 83641"
59d288690e3733b153a939ab,bfc1e2df-4661-4577-9150-e3f7eeec99a9,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",119757,3932,"[""Finance"",""Executive""]",0.07,true,0.05,2,Yellow,48,Kasey,Bowers,female,+1 (912) 419-3633,"815 Oceanic Avenue, Enlow, Michigan, 51090"
59d288690e3733b153a93995,25a5b597-5320-4f04-a7e7-9ee575ecfdb5,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",113762,1968,"[""Finance"",""Executive""]",0.24,false,0.08,1,Green,35,Lela,Prince,female,+1 (888) 558-2451,"100 Royce Place, Gratton, Maine, 15568"
59d288690e3733b153a939a1,f8850d0d-8372-45b0-957f-dc9f6eeda1ff,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",120745,4704,"[""Finance"",""Executive""]",0.22,true,0.07,3,Violet,31,Holloway,Pruitt,male,+1 (842) 451-2890,"466 Frank Court, Smock, Missouri, 38157"
59d288690e3733b153a939b0,46967ffa-b476-4a18-8033-b29c8ce013be,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",133578,1688,"[""Finance"",""Executive""]",0.12,true,0.03,2,Violet,52,Helene,Rush,female,+1 (889) 462-3553,"162 Ocean Avenue, Allison, Texas, 75061"
59d288690e3733b153a939b9,d463f212-5877-43ef-bce7-478f62a64434,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",150924,4982,"[""Finance"",""Executive""]",0.01,true,0.07,1,Blue,58,Mattie,Ayers,female,+1 (998) 501-3433,"583 Leonora Court, Cedarville, Virgin Islands, 68080"
59d288690e3733b153a939c3,5f1ae206-ea6f-467d-a5e3-b913b06758e8,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",100473,2015,"[""Finance"",""Executive""]",0.09,false,0,2,Green,59,Stafford,Pacheco,male,+1 (835) 402-3983,"352 Delevan Street, Farmers, Federated States Of Micronesia, 10484"
59d288690e3733b153a939c9,79bf7db4-b18b-4c4e-a771-c370c6bb1200,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",147830,4488,"[""Finance"",""Executive""]",0.15,false,0.05,2,Violet,60,Rosanne,West,female,+1 (941) 600-3610,"704 Hubbard Place, Iberia, District Of Columbia, 30948"
59d288690e3733b153a939ba,c4ff9984-e284-43c6-9564-ca885959f3b3,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",153988,2874,"[""Finance"",""Executive""]",0.15,false,0,1,Yellow,48,Horton,Marks,male,+1 (884) 433-3527,"236 Noble Street, Leroy, Marshall Islands, 17660"
59d288690e3733b153a939ad,885a407b-5a67-4aaa-a86b-df5d216d2e2b,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",126434,4364,"[""Finance"",""Executive""]",0.17,false,0,3,Violet,57,Garcia,Nolan,male,+1 (972) 432-2462,"669 Richardson Street, Ronco, Maryland, 26776"
59d288690e3733b153a939c8,e8e62eb1-d009-48d0-8708-b0fe654d16f1,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",149886,3890,"[""Finance"",""Executive""]",0.16,true,0.05,3,Blue,38,Elba,Mcmahon,female,+1 (925) 585-3000,"179 Richards Street, Bynum, New Hampshire, 44429"
59d288690e3733b153a939cc,7dc481b5-a25c-4c5d-9c78-c52e55c5c8cd,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",114958,2218,"[""Finance"",""Executive""]",0.08,true,0.07,1,Green,26,Mathis,Paul,male,+1 (998) 568-2303,"932 Irvington Place, Groton, American Samoa, 51140"
59d288690e3733b153a939cd,aee21ced-74d4-45eb-8dea-163985d1ec18,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",151218,1158,"[""Finance"",""Executive""]",0.24,false,0.1,3,Red,45,York,Fletcher,male,+1 (933) 536-3585,"651 Drew Street, Savannah, Palau, 03064"
59d288690e3733b153a939f3,cb2f5258-f8cb-414b-8d16-a530ab0ef3dd,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",127006,4746,"[""Finance"",""Executive""]",0.24,false,0.02,3,Green,34,Leach,Savage,male,+1 (962) 495-2667,"815 Dodworth Street, Dargan, Virgin Islands, 43643"
59d288690e3733b153a939f9,32b38a35-f6a1-43a1-94c7-5e7b1b5a1201,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",114610,2862,"[""Finance"",""Executive""]",0.25,false,0.09,1,Red,29,Cruz,Pace,male,+1 (936) 563-2071,"249 Vista Place, Emerald, Puerto Rico, 04220"
59d288690e3733b153a939fc,edb599fc-127f-460f-9d76-33ad0ef8da3f,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",147312,3680,"[""Finance"",""Executive""]",0.19,false,0.07,3,Yellow,20,Roman,Reilly,male,+1 (920) 579-3925,"333 Hampton Avenue, Ryderwood, South Dakota, 24194"
59d288690e3733b153a93a12,e95af589-189f-461c-82ac-4d6f867cc6ff,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",120132,1140,"[""Finance"",""Executive""]",0,false,0.07,3,Violet,39,Juana,Rosa,female,+1 (963) 506-3702,"461 Montrose Avenue, Glidden, South Carolina, 84931"
59d288690e3733b153a93a24,988d9012-f60b-4d13-bdad-28fa1b8972bd,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",139176,2599,"[""Finance"",""Executive""]",0.16,true,0.07,1,Violet,55,Candice,Singleton,female,+1 (856) 528-2355,"119 Batchelder Street, Graniteville, Tennessee, 80383"
59d288690e3733b153a939ac,7499d861-82c7-4a21-9469-c5ee151ee610,"[""HR"",""Management"",""Finance"",""Executive""]","[""Management"",""Finance"",""Executive""]",139805,1377,"[""Finance"",""Executive""]",0.03,true,0.09,3,Blue,58,Dunn,Hayes,male,+1 (859) 409-2866,"705 Strauss Street, Freetown, New Mexico, 77366"
